ZIP,NUM_OF_EVS,NUM_OF_CHARGERS,EV_CHARGER_RATIO
48099,14.0,0.0,inf
48303,14.0,1.0,14.0
48308,14.0,0.0,inf
48321,14.0,0.0,inf
48330,14.0,0.0,inf
48332,14.0,0.0,inf
48333,14.0,0.0,inf
48343,14.0,0.0,inf
48361,14.0,0.0,inf
48376,14.0,0.0,inf
48387,14.0,0.0,inf
49734,14.0,0.0,inf
49409,14.0,0.0,inf
49427,14.0,0.0,inf
49429,14.0,0.0,inf
49430,14.0,0.0,inf
49434,14.0,0.0,inf
48627,0.0,0.0,
48630,14.0,0.0,inf
48605,14.0,0.0,inf
48606,14.0,0.0,inf
48608,14.0,0.0,inf
48663,14.0,0.0,inf
48787,14.0,0.0,inf
48004,14.0,0.0,inf
48061,14.0,0.0,inf
49075,14.0,0.0,inf
48410,14.0,0.0,inf
48882,14.0,0.0,inf
48758,14.0,0.0,inf
49062,14.0,0.0,inf
49063,14.0,0.0,inf
48106,14.0,0.0,inf
48107,14.0,0.0,inf
48109,0.0,2.0,0.0
48113,14.0,0.0,inf
48175,14.0,0.0,inf
48121,14.0,0.0,inf
48123,14.0,0.0,inf
48136,14.0,0.0,inf
48151,14.0,0.0,inf
48153,14.0,0.0,inf
48222,14.0,0.0,inf
48231,14.0,0.0,inf
48232,14.0,0.0,inf
48233,14.0,0.0,inf
48242,14.0,4.0,3.5
48244,14.0,0.0,inf
48288,14.0,0.0,inf
56577,14.0,0.0,inf
56593,14.0,0.0,inf
56619,14.0,0.0,inf
56333,14.0,0.0,inf
56210,0.0,0.0,
56030,14.0,0.0,inf
56084,14.0,0.0,inf
56561,14.0,0.0,inf
55010,14.0,0.0,inf
56341,14.0,0.0,inf
55323,14.0,0.0,inf
55361,14.0,0.0,inf
55455,0.0,8.0,0.0
55458,14.0,0.0,inf
55467,14.0,0.0,inf
55474,14.0,0.0,inf
55479,14.0,0.0,inf
55480,14.0,0.0,inf
55487,14.0,0.0,inf
55488,14.0,0.0,inf
55745,14.0,0.0,inf
56631,14.0,0.0,inf
56740,14.0,0.0,inf
55772,0.0,0.0,
56658,14.0,0.0,inf
56679,14.0,0.0,inf
55609,0.0,0.0,
56711,14.0,0.0,inf
56741,14.0,0.0,inf
56313,0.0,1.0,0.0
56344,14.0,0.0,inf
56541,14.0,0.0,inf
55903,14.0,0.0,inf
55144,14.0,4.0,3.5
55146,14.0,0.0,inf
55791,14.0,0.0,inf
55796,14.0,0.0,inf
55816,14.0,0.0,inf
55377,14.0,0.0,inf
56302,14.0,0.0,inf
56321,0.0,0.0,
56393,14.0,0.0,inf
56395,14.0,0.0,inf
56398,14.0,0.0,inf
56399,14.0,0.0,inf
55083,14.0,0.0,inf
56022,0.0,0.0,
39121,14.0,0.0,inf
39122,14.0,0.0,inf
39165,14.0,0.0,inf
39190,14.0,0.0,inf
38835,14.0,0.0,inf
39176,0.0,0.0,
38733,14.0,0.0,inf
38839,14.0,0.0,inf
38875,14.0,0.0,inf
38877,14.0,0.0,inf
39144,0.0,0.0,
38739,14.0,0.0,inf
38767,14.0,0.0,inf
39077,14.0,0.0,inf
38686,14.0,0.0,inf
39403,14.0,0.0,inf
39404,14.0,0.0,inf
39406,0.0,0.0,
39407,14.0,1.0,14.0
38953,0.0,0.0,
38960,14.0,0.0,inf
39522,14.0,0.0,inf
39529,14.0,1.0,14.0
39558,14.0,0.0,inf
39502,14.0,0.0,inf
39505,14.0,0.0,inf
39506,14.0,0.0,inf
39533,14.0,0.0,inf
39534,0.0,0.0,
39535,14.0,0.0,inf
39058,14.0,0.0,inf
39060,14.0,0.0,inf
39174,14.0,0.0,inf
39205,14.0,0.0,inf
39207,14.0,0.0,inf
39210,14.0,0.0,inf
39215,14.0,0.0,inf
39217,14.0,0.0,inf
39225,14.0,0.0,inf
39236,14.0,0.0,inf
39269,14.0,0.0,inf
39283,14.0,0.0,inf
39284,14.0,0.0,inf
39286,14.0,0.0,inf
39296,14.0,0.0,inf
39115,14.0,0.0,inf
39113,0.0,0.0,
39552,14.0,0.0,inf
39555,14.0,0.0,inf
39566,14.0,0.0,inf
39569,14.0,0.0,inf
39595,14.0,0.0,inf
39348,0.0,0.0,
39356,7.0,0.0,inf
39460,14.0,0.0,inf
39436,14.0,0.0,inf
38677,0.0,5.0,0.0
39302,14.0,0.0,inf
39309,14.0,2.0,7.0
39109,14.0,0.0,inf
39171,14.0,0.0,inf
38802,14.0,0.0,inf
38803,14.0,0.0,inf
38879,0.0,0.0,
38944,9.0,0.0,inf
38959,14.0,0.0,inf
39602,14.0,0.0,inf
39603,14.0,0.0,inf
39703,14.0,0.0,inf
39704,14.0,0.0,inf
39710,14.0,0.0,inf
39753,14.0,0.0,inf
39130,14.0,0.0,inf
39158,14.0,0.0,inf
39163,14.0,0.0,inf
38649,14.0,0.0,inf
38679,14.0,0.0,inf
38825,14.0,0.0,inf
39760,14.0,0.0,inf
39762,0.0,0.0,
38927,0.0,0.0,
39457,14.0,0.0,inf
39463,14.0,0.0,inf
39632,14.0,0.0,inf
39635,14.0,0.0,inf
39649,14.0,0.0,inf
38820,14.0,0.0,inf
38874,14.0,0.0,inf
38880,14.0,0.0,inf
38964,0.0,0.0,
39043,14.0,0.0,inf
39148,14.0,0.0,inf
39151,14.0,0.0,inf
39161,14.0,0.0,inf
39167,14.0,0.0,inf
39193,0.0,0.0,
39288,14.0,0.0,inf
39298,14.0,0.0,inf
39080,14.0,0.0,inf
39087,14.0,0.0,inf
39098,14.0,0.0,inf
38765,14.0,0.0,inf
39054,0.0,0.0,
39061,14.0,0.0,inf
38738,0.0,0.0,
38768,0.0,0.0,
38602,14.0,0.0,inf
38638,14.0,0.0,inf
39156,0.0,0.0,
39162,11.0,0.0,inf
39181,14.0,0.0,inf
39182,14.0,0.0,inf
38723,14.0,0.0,inf
38731,14.0,0.0,inf
38776,14.0,0.0,inf
38780,14.0,0.0,inf
38782,14.0,0.0,inf
39324,14.0,0.0,inf
39088,14.0,0.0,inf
39173,14.0,0.0,inf
64496,0.0,0.0,
65280,0.0,0.0,
65623,0.0,0.0,
63750,14.0,0.0,inf
65205,14.0,0.0,inf
65211,14.0,0.0,inf
65212,14.0,0.0,inf
65215,0.0,0.0,
65216,14.0,0.0,inf
65217,14.0,0.0,inf
65218,14.0,0.0,inf
65299,14.0,0.0,inf
64502,14.0,0.0,inf
64508,14.0,0.0,inf
63902,14.0,0.0,inf
63962,14.0,0.0,inf
63702,14.0,0.0,inf
63745,14.0,0.0,inf
63752,14.0,0.0,inf
63779,14.0,0.0,inf
64680,14.0,0.0,inf
64147,0.0,0.0,
65607,14.0,0.0,inf
65246,0.0,0.0,
65620,0.0,0.0,
65728,14.0,0.0,inf
63466,14.0,0.0,inf
64069,14.0,0.0,inf
64073,14.0,0.0,inf
64144,14.0,0.0,inf
64162,14.0,0.0,inf
64188,14.0,0.0,inf
65102,14.0,0.0,inf
65103,14.0,0.0,inf
65104,14.0,0.0,inf
65105,14.0,0.0,inf
65110,14.0,0.0,inf
65111,14.0,0.0,inf
65446,0.0,0.0,
65586,14.0,0.0,inf
65783,12.0,0.0,inf
65532,14.0,0.0,inf
65541,0.0,0.0,
65755,9.0,0.0,inf
63847,14.0,0.0,inf
63875,14.0,0.0,inf
63880,14.0,0.0,inf
63079,14.0,0.0,inf
65062,14.0,0.0,inf
65765,14.0,0.0,inf
65801,14.0,0.0,inf
65805,14.0,0.0,inf
65808,14.0,0.0,inf
65814,14.0,0.0,inf
65890,14.0,0.0,inf
65897,14.0,0.0,inf
65898,14.0,0.0,inf
65899,14.0,0.0,inf
65735,14.0,0.0,inf
65230,0.0,0.0,
65688,14.0,0.0,inf
64002,14.0,0.0,inf
64013,14.0,0.0,inf
64051,14.0,0.0,inf
64065,0.0,0.0,
64102,14.0,1.0,14.0
64120,24.0,20.0,1.2
64121,14.0,0.0,inf
64141,14.0,0.0,inf
64148,14.0,0.0,inf
64170,14.0,0.0,inf
64171,14.0,0.0,inf
64197,14.0,0.0,inf
64198,14.0,0.0,inf
64199,14.0,0.0,inf
64999,14.0,2.0,7.0
64802,14.0,0.0,inf
64803,14.0,0.0,inf
63047,14.0,0.0,inf
63057,14.0,0.0,inf
63065,14.0,0.0,inf
63066,14.0,0.0,inf
63464,14.0,0.0,inf
63387,0.0,0.0,
64868,14.0,0.0,inf
65730,14.0,0.0,inf
65443,14.0,0.0,inf
63439,10.0,0.0,inf
65017,0.0,0.0,
63881,14.0,0.0,inf
65042,14.0,0.0,inf
65055,14.0,0.0,inf
65038,14.0,0.0,inf
63828,0.0,0.0,
63833,0.0,0.0,
63860,12.0,0.0,inf
63878,0.0,0.0,
64858,0.0,0.0,
64864,14.0,0.0,inf
65618,0.0,0.0,
65666,14.0,0.0,inf
65715,14.0,0.0,inf
65729,14.0,0.0,inf
65741,14.0,0.0,inf
65784,13.0,0.0,inf
63840,14.0,0.0,inf
63737,14.0,0.0,inf
63746,13.0,0.0,inf
63776,14.0,0.0,inf
65302,14.0,0.0,inf
65402,14.0,0.0,inf
65409,14.0,0.0,inf
65529,14.0,0.0,inf
63433,14.0,0.0,inf
64028,14.0,0.0,inf
64092,14.0,0.0,inf
64168,14.0,0.0,inf
64190,14.0,0.0,inf
65645,14.0,0.0,inf
65727,14.0,0.0,inf
65457,14.0,0.0,inf
63551,10.0,0.0,inf
63567,0.0,0.0,
63467,14.0,0.0,inf
63666,13.0,0.0,inf
63931,14.0,0.0,inf
63302,14.0,0.0,inf
63338,14.0,0.0,inf
63346,14.0,0.0,inf
63365,14.0,0.0,inf
64781,0.0,0.0,
63651,14.0,0.0,inf
63006,14.0,0.0,inf
63022,14.0,0.0,inf
63024,14.0,0.0,inf
63032,14.0,0.0,inf
63045,14.0,0.0,inf
63140,0.0,0.0,
63145,14.0,0.0,inf
63151,14.0,0.0,inf
63167,14.0,0.0,inf
63171,14.0,0.0,inf
63442,14.0,0.0,inf
63774,14.0,0.0,inf
65546,14.0,0.0,inf
63738,14.0,0.0,inf
63850,14.0,0.0,inf
65675,14.0,0.0,inf
65615,14.0,0.0,inf
65673,14.0,0.0,inf
65726,14.0,0.0,inf
65468,11.0,0.0,inf
65479,0.0,0.0,
65484,14.0,0.0,inf
65557,14.0,0.0,inf
65589,7.0,0.0,inf
64765,14.0,0.0,inf
63342,14.0,0.0,inf
63378,14.0,0.0,inf
63380,14.0,0.0,inf
63674,0.0,0.0,
63934,14.0,0.0,inf
63950,14.0,0.0,inf
63951,12.0,0.0,inf
65636,14.0,0.0,inf
63150,14.0,0.0,inf
63155,14.0,0.0,inf
63156,14.0,0.0,inf
63160,14.0,0.0,inf
63164,14.0,0.0,inf
63166,14.0,0.0,inf
63177,14.0,0.0,inf
63178,14.0,0.0,inf
63180,14.0,0.0,inf
59535,0.0,0.0,
59547,14.0,0.0,inf
59641,14.0,0.0,inf
59647,14.0,0.0,inf
59316,14.0,0.0,inf
59319,14.0,0.0,inf
59402,14.0,0.0,inf
59403,14.0,0.0,inf
59406,14.0,0.0,inf
59343,0.0,0.0,
59257,14.0,0.0,inf
59276,14.0,0.0,inf
59756,14.0,0.0,inf
59354,14.0,0.0,inf
59418,0.0,0.0,
59441,14.0,0.0,inf
59903,14.0,0.0,inf
59904,14.0,0.0,inf
59921,14.0,1.0,14.0
59926,0.0,0.0,
59717,14.0,0.0,inf
59719,14.0,0.0,inf
59771,14.0,1.0,14.0
59772,14.0,0.0,inf
59318,11.0,0.0,inf
59530,12.0,0.0,inf
59914,12.0,0.0,inf
59915,0.0,0.0,
59604,14.0,0.0,inf
59620,14.0,0.0,inf
59623,14.0,0.0,inf
59624,14.0,0.0,inf
59625,14.0,0.0,inf
59626,14.0,0.0,inf
59636,14.0,0.0,inf
59456,0.0,0.0,
59461,14.0,0.0,inf
59545,0.0,0.0,
59933,14.0,0.0,inf
59642,8.0,0.0,inf
59830,14.0,0.0,inf
59842,14.0,0.0,inf
59867,10.0,1.0,10.0
59806,14.0,0.0,inf
59807,14.0,0.0,inf
59812,14.0,3.0,4.666666666666667
59081,14.0,0.0,inf
59084,14.0,0.0,inf
59537,14.0,0.0,inf
59544,0.0,0.0,
59062,0.0,0.0,
59345,14.0,0.0,inf
59326,0.0,0.0,
59341,14.0,0.0,inf
59835,14.0,0.0,inf
59004,14.0,0.0,inf
59012,0.0,0.0,
59039,0.0,0.0,
59083,14.0,0.0,inf
59312,13.0,0.0,inf
59333,14.0,0.0,inf
59702,14.0,0.0,inf
59055,0.0,0.0,
59435,14.0,0.0,inf
59466,13.0,0.0,inf
59076,0.0,0.0,
59231,10.0,0.0,inf
59244,0.0,0.0,
59273,14.0,0.0,inf
59103,14.0,0.0,inf
59104,14.0,0.0,inf
59107,14.0,0.0,inf
59108,14.0,0.0,inf
59111,14.0,0.0,inf
68902,14.0,0.0,inf
69144,14.0,0.0,inf
68655,13.0,0.0,inf
69354,14.0,0.0,inf
69135,14.0,0.0,inf
68848,14.0,0.0,inf
68849,0.0,0.0,
69212,0.0,0.0,
69220,14.0,0.0,inf
68954,14.0,0.0,inf
68828,0.0,0.0,
68881,14.0,0.0,inf
69171,14.0,0.0,inf
68026,14.0,0.0,inf
68010,0.0,0.0,
68103,14.0,1.0,14.0
68109,14.0,0.0,inf
68139,14.0,0.0,inf
68145,14.0,0.0,inf
68175,14.0,0.0,inf
68178,0.0,0.0,
68179,14.0,0.0,inf
68180,14.0,0.0,inf
68182,14.0,0.0,inf
68183,14.0,0.0,inf
68197,14.0,0.0,inf
68198,14.0,0.0,inf
69037,14.0,0.0,inf
69041,14.0,0.0,inf
68952,14.0,0.0,inf
68972,0.0,0.0,
68332,0.0,0.0,
69190,14.0,0.0,inf
69335,14.0,0.0,inf
69351,7.0,0.0,inf
68802,14.0,0.0,inf
68429,14.0,0.0,inf
68440,0.0,0.0,
68789,8.0,0.0,inf
68514,14.0,0.0,inf
68529,14.0,0.0,inf
68531,14.0,0.0,inf
68542,14.0,0.0,inf
68588,14.0,0.0,inf
69103,14.0,0.0,inf
68702,14.0,0.0,inf
69331,14.0,0.0,inf
69353,13.0,0.0,inf
68738,14.0,0.0,inf
68602,14.0,0.0,inf
68056,14.0,0.0,inf
68113,0.0,0.0,
68330,14.0,0.0,inf
69365,14.0,0.0,inf
68315,13.0,0.0,inf
68362,14.0,0.0,inf
68375,11.0,0.0,inf
69161,0.0,0.0,
89407,14.0,0.0,inf
89496,14.0,5.0,2.8
89006,14.0,0.0,inf
89009,14.0,0.0,inf
89016,14.0,0.0,inf
89024,14.0,0.0,inf
89028,14.0,0.0,inf
89033,14.0,0.0,inf
89034,14.0,0.0,inf
89036,14.0,0.0,inf
89037,14.0,0.0,inf
89053,14.0,0.0,inf
89077,14.0,0.0,inf
89087,14.0,0.0,inf
89105,14.0,0.0,inf
89111,14.0,0.0,inf
89112,14.0,0.0,inf
89114,14.0,0.0,inf
89116,14.0,0.0,inf
89125,14.0,0.0,inf
89126,14.0,0.0,inf
89127,14.0,0.0,inf
89132,14.0,0.0,inf
89133,14.0,0.0,inf
89136,14.0,0.0,inf
89137,14.0,0.0,inf
89140,14.0,0.0,inf
89150,14.0,0.0,inf
89151,14.0,0.0,inf
89152,14.0,0.0,inf
89153,14.0,0.0,inf
89154,14.0,1.0,14.0
89155,14.0,0.0,inf
89157,14.0,0.0,inf
89158,14.0,2.0,7.0
89160,14.0,0.0,inf
89161,14.0,0.0,inf
89162,14.0,0.0,inf
89163,14.0,0.0,inf
89165,14.0,0.0,inf
89170,14.0,0.0,inf
89173,14.0,0.0,inf
89180,14.0,0.0,inf
89191,0.0,0.0,
89193,14.0,0.0,inf
89195,14.0,0.0,inf
89199,14.0,0.0,inf
89803,14.0,0.0,inf
89825,0.0,1.0,0.0
89826,82.0,0.0,inf
89830,11.0,0.0,inf
89831,14.0,0.0,inf
89833,10.0,0.0,inf
89834,6.0,0.0,inf
89404,14.0,0.0,inf
89425,11.0,1.0,11.0
89426,14.0,0.0,inf
89438,9.0,0.0,inf
89017,14.0,0.0,inf
89420,14.0,1.0,14.0
89022,14.0,0.0,inf
89023,14.0,1.0,14.0
89041,14.0,0.0,inf
89409,14.0,0.0,inf
89418,0.0,0.0,
89402,14.0,0.0,inf
89412,14.0,0.0,inf
89432,14.0,0.0,inf
89435,14.0,0.0,inf
89450,14.0,0.0,inf
89504,14.0,0.0,inf
89505,14.0,0.0,inf
89507,14.0,0.0,inf
89513,14.0,0.0,inf
89515,14.0,0.0,inf
89533,14.0,0.0,inf
89557,14.0,2.0,7.0
89570,14.0,0.0,inf
89595,14.0,0.0,inf
89599,14.0,0.0,inf
89311,14.0,0.0,inf
89319,0.0,0.0,
89702,14.0,0.0,inf
89711,14.0,0.0,inf
89712,14.0,0.0,inf
89713,14.0,0.0,inf
89714,14.0,0.0,inf
89721,14.0,0.0,inf
3252,14.0,0.0,inf
3289,14.0,0.0,inf
3299,14.0,0.0,inf
3883,0.0,0.0,
3896,14.0,0.0,inf
3897,14.0,0.0,inf
3435,14.0,0.0,inf
3469,14.0,0.0,inf
3589,14.0,0.0,inf
3597,12.0,0.0,inf
3238,0.0,0.0,
3749,14.0,0.0,inf
3756,14.0,1.0,14.0
3769,14.0,0.0,inf
3061,14.0,0.0,inf
3105,14.0,0.0,inf
3108,14.0,0.0,inf
3111,14.0,0.0,inf
3468,14.0,0.0,inf
3272,14.0,0.0,inf
3302,14.0,1.0,14.0
3305,14.0,0.0,inf
3041,14.0,0.0,inf
3073,14.0,0.0,inf
3291,14.0,0.0,inf
3802,14.0,0.0,inf
3803,14.0,0.0,inf
3843,14.0,0.0,inf
3859,14.0,0.0,inf
3871,14.0,0.0,inf
3821,14.0,0.0,inf
3822,14.0,0.0,inf
3866,14.0,0.0,inf
3754,0.0,0.0,
8213,14.0,0.0,inf
8217,14.0,0.0,inf
8220,14.0,0.0,inf
8231,14.0,0.0,inf
8240,0.0,2.0,0.0
8342,14.0,0.0,inf
8404,14.0,0.0,inf
8405,14.0,1.0,14.0
7451,14.0,0.0,inf
7602,14.0,0.0,inf
7699,14.0,0.0,inf
8011,14.0,0.0,inf
8064,14.0,0.0,inf
8101,14.0,0.0,inf
8218,14.0,0.0,inf
8248,0.0,0.0,
8250,14.0,0.0,inf
8252,14.0,0.0,inf
8313,14.0,0.0,inf
8315,14.0,0.0,inf
8320,0.0,0.0,
7019,14.0,0.0,inf
7175,14.0,0.0,inf
8025,14.0,0.0,inf
8039,14.0,0.0,inf
8074,14.0,0.0,inf
7097,14.0,0.0,inf
7099,14.0,0.0,inf
7303,14.0,0.0,inf
7399,14.0,0.0,inf
7831,14.0,0.0,inf
8803,14.0,0.0,inf
8868,14.0,0.0,inf
8870,14.0,0.0,inf
8561,14.0,0.0,inf
8601,14.0,0.0,inf
8602,14.0,0.0,inf
8603,14.0,0.0,inf
8604,14.0,0.0,inf
8605,14.0,0.0,inf
8607,14.0,0.0,inf
8644,14.0,0.0,inf
8855,14.0,0.0,inf
8862,14.0,0.0,inf
8899,14.0,0.0,inf
8903,14.0,0.0,inf
8906,14.0,0.0,inf
7703,14.0,0.0,inf
7710,14.0,0.0,inf
7765,14.0,0.0,inf
7799,14.0,0.0,inf
7806,14.0,0.0,inf
7845,14.0,0.0,inf
7870,14.0,0.0,inf
7961,14.0,0.0,inf
7963,14.0,0.0,inf
7970,0.0,0.0,
8739,14.0,0.0,inf
7015,14.0,0.0,inf
7507,14.0,0.0,inf
7509,14.0,0.0,inf
7510,14.0,0.0,inf
7511,14.0,0.0,inf
7538,14.0,0.0,inf
7543,14.0,0.0,inf
7544,14.0,0.0,inf
8347,14.0,0.0,inf
7978,14.0,0.0,inf
7837,14.0,0.0,inf
7839,14.0,0.0,inf
7855,14.0,0.0,inf
7875,14.0,0.0,inf
7877,14.0,0.0,inf
7890,14.0,0.0,inf
7061,14.0,0.0,inf
7091,14.0,0.0,inf
7820,14.0,0.0,inf
7880,14.0,0.0,inf
8808,7.0,0.0,inf
87101,14.0,0.0,inf
87103,14.0,0.0,inf
87115,14.0,0.0,inf
87117,0.0,0.0,
87119,14.0,0.0,inf
87125,14.0,0.0,inf
87131,14.0,0.0,inf
87151,14.0,0.0,inf
87153,14.0,0.0,inf
87154,14.0,0.0,inf
87176,14.0,0.0,inf
87181,14.0,0.0,inf
87184,14.0,0.0,inf
87185,14.0,0.0,inf
87187,14.0,0.0,inf
87190,14.0,0.0,inf
87191,14.0,0.0,inf
87192,14.0,0.0,inf
87193,14.0,0.0,inf
87194,14.0,0.0,inf
87195,14.0,0.0,inf
87196,14.0,0.0,inf
87197,14.0,0.0,inf
87198,14.0,0.0,inf
87199,14.0,0.0,inf
87820,14.0,0.0,inf
88202,14.0,0.0,inf
88250,0.0,0.0,
88344,14.0,0.0,inf
87729,13.0,0.0,inf
88102,14.0,0.0,inf
88103,14.0,0.0,inf
88120,0.0,0.0,
88133,14.0,0.0,inf
88427,0.0,0.0,
88136,14.0,0.0,inf
87940,0.0,0.0,
88003,0.0,0.0,
88004,14.0,0.0,inf
88006,14.0,0.0,inf
88013,14.0,0.0,inf
88024,6.0,0.0,inf
88033,14.0,0.0,inf
88052,7.0,0.0,inf
88054,14.0,0.0,inf
88058,14.0,0.0,inf
88221,14.0,0.0,inf
88254,14.0,0.0,inf
88255,14.0,0.0,inf
88268,14.0,0.0,inf
88025,11.0,0.0,inf
88034,14.0,0.0,inf
88036,14.0,0.0,inf
88049,14.0,0.0,inf
88053,12.0,0.0,inf
88055,14.0,0.0,inf
88062,14.0,0.0,inf
87711,0.0,0.0,
87724,14.0,0.0,inf
88353,0.0,0.0,
88417,14.0,0.0,inf
88431,14.0,0.0,inf
87730,14.0,0.0,inf
88114,14.0,0.0,inf
88213,14.0,0.0,inf
88241,14.0,0.0,inf
88262,14.0,0.0,inf
88264,14.0,0.0,inf
88323,14.0,0.0,inf
88343,14.0,0.0,inf
88348,14.0,0.0,inf
88351,0.0,0.0,
88355,14.0,0.0,inf
88031,14.0,0.0,inf
87302,14.0,0.0,inf
87322,0.0,0.0,
87365,14.0,0.0,inf
87712,0.0,0.0,
87713,11.0,0.0,inf
87715,12.0,0.0,inf
87723,14.0,0.0,inf
87734,0.0,0.0,
87735,9.0,0.0,inf
87750,14.0,0.0,inf
87753,10.0,0.0,inf
88314,11.0,0.0,inf
88342,0.0,0.0,
88347,14.0,0.0,inf
88349,14.0,0.0,inf
88354,14.0,0.0,inf
88433,14.0,0.0,inf
87029,0.0,0.0,
87539,14.0,0.0,inf
87554,14.0,0.0,inf
87581,14.0,0.0,inf
88115,14.0,0.0,inf
88122,14.0,0.0,inf
88123,14.0,0.0,inf
88125,0.0,0.0,
88134,13.0,0.0,inf
87018,0.0,0.0,
87044,14.0,0.0,inf
87174,14.0,0.0,inf
87419,12.0,0.0,inf
87573,14.0,0.0,inf
87731,14.0,0.0,inf
88416,14.0,0.0,inf
88421,14.0,0.0,inf
88439,14.0,0.0,inf
87502,14.0,0.0,inf
87504,14.0,0.0,inf
87592,14.0,0.0,inf
87594,14.0,0.0,inf
87654,14.0,0.0,inf
87933,14.0,0.0,inf
87943,8.0,0.0,inf
88042,12.0,0.0,inf
87011,14.0,0.0,inf
87828,14.0,0.0,inf
87512,14.0,0.0,inf
87514,0.0,0.0,
87519,2.0,0.0,inf
87524,10.0,0.0,inf
87576,14.0,0.0,inf
87580,0.0,0.0,
87009,14.0,0.0,inf
87032,14.0,0.0,inf
87070,14.0,0.0,inf
88410,14.0,0.0,inf
88414,14.0,0.0,inf
88418,0.0,0.0,
87060,14.0,0.0,inf
12007,14.0,0.0,inf
12055,14.0,0.0,inf
12107,14.0,0.0,inf
12128,14.0,0.0,inf
12161,14.0,0.0,inf
12201,14.0,0.0,inf
12212,14.0,0.0,inf
12220,14.0,0.0,inf
12222,0.0,4.0,0.0
12223,14.0,0.0,inf
12224,14.0,0.0,inf
12226,14.0,0.0,inf
12232,14.0,0.0,inf
12234,14.0,0.0,inf
12235,14.0,0.0,inf
12236,14.0,0.0,inf
12237,14.0,0.0,inf
12240,14.0,0.0,inf
12245,14.0,0.0,inf
12246,14.0,0.0,inf
12247,14.0,0.0,inf
12248,14.0,0.0,inf
12249,14.0,0.0,inf
12255,14.0,0.0,inf
12257,14.0,0.0,inf
12260,14.0,0.0,inf
12288,14.0,0.0,inf
14029,14.0,0.0,inf
14745,14.0,0.0,inf
14786,14.0,0.0,inf
13737,14.0,0.0,inf
13745,14.0,0.0,inf
13749,14.0,0.0,inf
13761,14.0,0.0,inf
13762,14.0,0.0,inf
13794,14.0,0.0,inf
13826,14.0,0.0,inf
13848,14.0,0.0,inf
13851,14.0,0.0,inf
13902,0.0,0.0,
14168,14.0,0.0,inf
14730,14.0,0.0,inf
14751,14.0,0.0,inf
14766,14.0,0.0,inf
14778,0.0,0.0,
13022,14.0,0.0,inf
13024,0.0,0.0,
13139,14.0,0.0,inf
14135,0.0,0.0,
14166,14.0,0.0,inf
14702,14.0,1.0,14.0
14758,14.0,0.0,inf
14785,14.0,0.0,inf
14902,14.0,0.0,inf
13758,14.0,0.0,inf
13814,14.0,0.0,inf
12911,14.0,0.0,inf
12924,14.0,0.0,inf
12933,14.0,0.0,inf
12024,14.0,0.0,inf
12050,14.0,0.0,inf
12115,0.0,0.0,
12165,14.0,1.0,14.0
12530,14.0,0.0,inf
12541,14.0,1.0,14.0
12544,14.0,0.0,inf
13738,14.0,0.0,inf
12459,10.0,0.0,inf
13751,12.0,0.0,inf
13756,0.0,0.0,
13774,0.0,0.0,
13847,0.0,0.0,
13860,14.0,0.0,inf
12506,14.0,0.0,inf
12510,14.0,0.0,inf
12511,14.0,0.0,inf
12512,14.0,0.0,inf
12527,136.0,0.0,inf
12537,14.0,0.0,inf
12574,14.0,0.0,inf
12602,14.0,0.0,inf
12604,0.0,1.0,0.0
14010,14.0,0.0,inf
14027,14.0,0.0,inf
14035,14.0,0.0,inf
14038,14.0,0.0,inf
14110,14.0,0.0,inf
14112,14.0,0.0,inf
14140,14.0,0.0,inf
14151,14.0,0.0,inf
14205,14.0,0.0,inf
14231,14.0,0.0,inf
14233,14.0,0.0,inf
14240,14.0,0.0,inf
14241,14.0,0.0,inf
14260,14.0,0.0,inf
14263,14.0,0.0,inf
14265,14.0,0.0,inf
14269,14.0,0.0,inf
14270,14.0,0.0,inf
14272,14.0,0.0,inf
14273,14.0,0.0,inf
14276,14.0,0.0,inf
14280,14.0,0.0,inf
12858,12.0,0.0,inf
12879,14.0,0.0,inf
12977,0.0,1.0,0.0
12915,14.0,0.0,inf
12995,14.0,0.0,inf
13683,14.0,0.0,inf
14021,14.0,0.0,inf
14056,14.0,0.0,inf
14557,14.0,0.0,inf
12450,14.0,0.0,inf
12864,14.0,0.0,inf
13602,0.0,0.0,
13611,14.0,0.0,inf
13631,14.0,0.0,inf
13632,14.0,0.0,inf
13643,14.0,0.0,inf
13671,14.0,0.0,inf
13674,14.0,0.0,inf
13692,14.0,0.0,inf
11202,14.0,0.0,inf
11241,14.0,0.0,inf
11242,14.0,0.0,inf
11243,14.0,0.0,inf
11245,14.0,0.0,inf
11247,14.0,0.0,inf
11249,14.0,9.0,1.5555555555555556
11251,14.0,0.0,inf
11252,14.0,0.0,inf
11256,14.0,0.0,inf
14488,14.0,0.0,inf
14556,14.0,0.0,inf
14558,14.0,0.0,inf
13043,14.0,0.0,inf
14410,14.0,0.0,inf
14430,14.0,0.0,inf
14508,14.0,0.0,inf
14515,14.0,0.0,inf
14602,14.0,0.0,inf
14603,14.0,0.0,inf
14604,0.0,12.0,0.0
14614,0.0,4.0,0.0
14627,0.0,1.0,0.0
14638,14.0,0.0,inf
14639,14.0,0.0,inf
14642,14.0,0.0,inf
14643,14.0,0.0,inf
14646,14.0,0.0,inf
14647,14.0,0.0,inf
14649,14.0,0.0,inf
